product_id	product_name	company_name	company_country	company_type	facility_name	facility_country	facility_lat	facility_lng	facility_processes	composition	categories	certificates	characteristics	image
000084	Recycled Polyester Reusable Bag	WeaveWorks	United States	Supplier	WeaveWorks Facility 2	United States	39,6236	8,334	[Cutting, Carding]	"[[""Merino Wool"",34],[""Leather"",33],[""Cotton"",33]]"	[Fleece]	[Fairtrade Textile Standard]		https://example.com/demo-image.jpg
000085	Merino Wool Hiking Boots	Skyline Weavers	Germany	Supplier	Skyline Weavers Facility 1	Germany	49,0419	-3,9234	[Warping, Spinning, Carding]	"[[""Acetate"",50],[""Bamboo Fiber"",50]]"	[Vests]	[CmiA (Cotton made in Africa)]		https://example.com/demo-image.jpg
000086	Natural Dye T-Shirt Dress	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 4	United Kingdom	57,0958	15,99	[Dyeing]	"[[""Acetate"",50],[""Cotton"",50]]"	[Midi Dresses]	[GOTS (Global Organic Textile Standard), CmiA (Cotton made in Africa), OCS (Organic Content Standard)]		https://example.com/demo-image.jpg
000087	Bamboo Fiber Socks Set	EcoThreads	Spain	Supplier	EcoThreads Facility 2	Spain	56,945	26,8897	[Weaving]	"[[""Organic Cotton"",34],[""Jute"",33],[""Silk"",33]]"	[Work Gloves]	[Fairtrade Cotton]		https://example.com/demo-image.jpg
000088	Soft Fleece Lined Gloves	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 1	United Kingdom	39,4716	23,6831	[Stitching / Sewing, Heat Setting, Washing / Scouring, Brushing / Raising]	"[[""Acrylic"",34],[""Cotton"",33],[""Hemp"",33]]"	[Mittens]	[RCS (Recycled Claim Standard), OEKO-TEX Made in Green]		https://example.com/demo-image.jpg
000089	Handloomed Cotton Bedding Set	Mariner Textiles	Portugal	Supplier	Mariner Textiles Facility 3	Portugal	53,1436	9,2216	[Fiber Preparation, Printing]	"[[""Cotton"",50],[""Nylon"",50]]"	[Shift Dresses]	[Higg Product Module (Higg MSI)]		https://example.com/demo-image.jpg
000090	Eco Friendly Beach Towel	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 1	United Kingdom	39,4716	23,6831	[Stitching / Sewing, Heat Setting, Washing / Scouring, Brushing / Raising]	"[[""Bamboo Fiber"",34],[""Recycled Cotton"",33],[""Recycled Nylon"",33]]"	[Henleys]	[BCI (Better Cotton Initiative)]		https://example.com/demo-image.jpg
000091	Merino Knit Throw Blanket	Skyline Weavers	Germany	Supplier	Skyline Weavers Facility 1	Germany	49,0419	-3,9234	[Warping, Spinning, Carding]	"[[""Leather"",50],[""Recycled Cotton"",50]]"	[Gilets]	[RDS (Responsible Down Standard), CmiA (Cotton made in Africa)]		https://example.com/demo-image.jpg
000092	Organic Cotton Baby Clothes	Heritage Textiles	Italy	Supplier	Heritage Textiles Facility 1	Italy	54,2265	24,7713	[Combing]	"[[""Merino Wool"",34],[""Hemp"",33],[""Acrylic"",33]]"	[Trench Coats]	[GOTS (Global Organic Textile Standard), Nordic Swan Ecolabel, Higg Product Module (Higg MSI)]		https://example.com/demo-image.jpg
000093	Bamboo Rayon Kimono Wrap	Riverstone Looms	France	Supplier	Riverstone Looms Facility 1	France	52,4909	22,1962	[Bleaching, Warping, Printing]	"[[""Viscose"",34],[""Bamboo Fiber"",33],[""Jute"",33]]"	[Maternity Dresses]	[Nordic Swan Ecolabel, OEKO-TEX Made in Green]		https://example.com/demo-image.jpg
000094	Faux Fur Trim Coat	GreenSpun Fabrics	Netherlands	Supplier	GreenSpun Fabrics Facility 1	Netherlands	53,5321	19,9797	[Washing / Scouring, Fiber Preparation, Weaving]	"[[""Polyurethane"",50],[""Bamboo Fiber"",50]]"	[Lyocell]	[Fairtrade Textile Standard, bluesign Approved]		https://example.com/demo-image.jpg
000095	Handmade Silk Pillowcase Set	Urban Stitch	Canada	Supplier	Urban Stitch Facility 1	Canada	54,602	-6,8735	[Brushing / Raising, Nonwoven Formation]	"[[""Elastane (Spandex)"",50],[""Wool"",50]]"	[Lace]	[OEKO-TEX Made in Green, RWS (Responsible Wool Standard), GOTS (Global Organic Textile Standard)]		https://example.com/demo-image.jpg
000096	Cotton Twill Work Shirt Dress	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 4	United Kingdom	57,0958	15,99	[Dyeing]	"[[""Lyocell (TENCEL)"",50],[""Synthetic Leather (PU Leather)"",50]]"	[Wrap Dresses]	[GOTS (Global Organic Textile Standard)]		https://example.com/demo-image.jpg
000097	Organic Cotton Travel Blanket	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 3	United Kingdom	41,1633	6,9818	[Heat Setting, Bleaching]	"[[""Cashmere"",34],[""Viscose"",33],[""Recycled Polyester"",33]]"	[Maxi Skirts]	[OEKO-TEX STeP]		https://example.com/demo-image.jpg
000098	Bamboo Fiber Yoga Mat	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 4	United Kingdom	57,0958	15,99	[Dyeing]	"[[""Polypropylene"",100]]"	[Hemp]	[OEKO-TEX Made in Green]		https://example.com/demo-image.jpg
000099	Soft Fleece Lined Slippers	Mariner Textiles	Portugal	Supplier	Mariner Textiles Facility 3	Portugal	53,1436	9,2216	[Fiber Preparation, Printing]	"[[""Organic Cotton"",50],[""Merino Wool"",50]]"	[Combat Boots]	[ZDHC MRSL Compliance, OEKO-TEX STeP]		https://example.com/demo-image.jpg
000100	Handloomed Cotton Quilt Cover	Mariner Textiles	Portugal	Supplier	Mariner Textiles Facility 3	Portugal	53,1436	9,2216	[Fiber Preparation, Printing]	"[[""Recycled Cotton"",100]]"	[Trousers]	[RDS (Responsible Down Standard), GOTS (Global Organic Textile Standard), Fairtrade Textile Standard]		https://example.com/demo-image.jpg
000101	Eco Weave Linen Tablecloth	Summit Mills	Sweden	Supplier	Summit Mills Facility 3	Sweden	47,8322	7,145	[Dyeing, Nonwoven Formation, Knitting, Mercerization]	"[[""Organic Cotton"",100]]"	[Sneakers]	[BCI (Better Cotton Initiative), GOTS (Global Organic Textile Standard), CmiA (Cotton made in Africa)]		https://example.com/demo-image.jpg
000102	Recycled Denim Work Pants	Heritage Textiles	Italy	Supplier	Heritage Textiles Facility 1	Italy	54,2265	24,7713	[Combing]	"[[""Merino Wool"",34],[""Polyurethane"",33],[""Viscose"",33]]"	[Duffel Bags]	[Nordic Swan Ecolabel, OCS (Organic Content Standard), Higg Product Module (Higg MSI)]		https://example.com/demo-image.jpg
000103	Merino Knit Socks Set	Riverstone Looms	France	Supplier	Riverstone Looms Facility 1	France	52,4909	22,1962	[Bleaching, Warping, Printing]	"[[""Tussah Silk"",100]]"	[Cocktail Dresses]	[RCS (Recycled Claim Standard), Nordic Swan Ecolabel, GOTS (Global Organic Textile Standard)]		https://example.com/demo-image.jpg
000104	Organic Cotton Baby Blanket Set	Riverstone Looms	France	Supplier	Riverstone Looms Facility 1	France	52,4909	22,1962	[Bleaching, Warping, Printing]	"[[""Acrylic"",100]]"	[Athletic Socks]	[Nordic Swan Ecolabel, EU Ecolabel for Textiles]		https://example.com/demo-image.jpg
000105	Bamboo Rayon Lounge Dress	GreenSpun Fabrics	Netherlands	Supplier	GreenSpun Fabrics Facility 2	Netherlands	50,7905	29,0179	[Nonwoven Formation, Warping, Printing, Knitting]	"[[""Cotton"",100]]"	[Bodycon Dresses]	[Higg Product Module (Higg MSI)]		https://example.com/demo-image.jpg
000106	Faux Leather Handbag Set	Heritage Textiles	Italy	Supplier	Heritage Textiles Facility 2	Italy	42,679	18,002	[Cutting]	"[[""Recycled Cotton"",100]]"	[Pajamas]	[GOTS (Global Organic Textile Standard), Fairtrade Textile Standard, BCI (Better Cotton Initiative)]		https://example.com/demo-image.jpg
000107	Handmade Woolen Sweater Coat	Mariner Textiles	Portugal	Supplier	Mariner Textiles Facility 4	Portugal	53,631	-8,706	[Knitting, Quality Control & Inspection]	"[[""Hemp"",50],[""Linen (Flax)"",50]]"	[Socks]	[ZDHC MRSL Compliance, OEKO-TEX Made in Green]		https://example.com/demo-image.jpg
000108	Eco Friendly Reusable Bag	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 1	United Kingdom	39,4716	23,6831	[Stitching / Sewing, Heat Setting, Washing / Scouring, Brushing / Raising]	"[[""Polyester"",100]]"	[Denim Jackets]	[GOTS (Global Organic Textile Standard)]		https://example.com/demo-image.jpg
000109	Linen Blend Tablecloth	Skyline Weavers	Germany	Supplier	Skyline Weavers Facility 2	Germany	46,6033	10,979	[Heat Setting]	"[[""Hemp"",100]]"	[Shift Dresses]	[bluesign Approved, RMS (Responsible Mohair Standard), ZDHC MRSL Compliance]		https://example.com/demo-image.jpg
000110	Cashmere Blend Throw Blanket	EcoThreads	Spain	Supplier	EcoThreads Facility 3	Spain	38,7094	9,5543	[Cutting, Printing]	"[[""Organic Cotton"",50],[""Recycled Cotton"",50]]"	[Cashmere]	[RCS (Recycled Claim Standard)]		https://example.com/demo-image.jpg
000111	Sustainable Denim Jacket	WeaveWorks	United States	Supplier	WeaveWorks Facility 2	United States	39,6236	8,334	[Cutting, Carding]	"[[""Linen (Flax)"",100]]"	[Coats]	[RMS (Responsible Mohair Standard), Nordic Swan Ecolabel, OEKO-TEX Standard 100]		https://example.com/demo-image.jpg
000112	Wool Blend Rug Pad	Mariner Textiles	Portugal	Supplier	Mariner Textiles Facility 4	Portugal	53,631	-8,706	[Knitting, Quality Control & Inspection]	"[[""Silk"",34],[""Cupro"",33],[""Mohair"",33]]"	[Tank Tops]	[OCS (Organic Content Standard), BCI (Better Cotton Initiative)]		https://example.com/demo-image.jpg
000113	Natural Dye Cotton Socks	WeaveWorks	United States	Supplier	WeaveWorks Facility 1	United States	57,8581	24,3338	[Mercerization, Weaving]	"[[""Polyurethane"",50],[""Cotton"",50]]"	[Coveralls]	[RCS (Recycled Claim Standard)]		https://example.com/demo-image.jpg
000114	Recycled Material Tote Bag	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 1	United Kingdom	39,4716	23,6831	[Stitching / Sewing, Heat Setting, Washing / Scouring, Brushing / Raising]	"[[""Linen (Flax)"",34],[""Bamboo Fiber"",33],[""Recycled Polyester"",33]]"	[Sun Dresses]	[OEKO-TEX Made in Green]		https://example.com/demo-image.jpg
000115	Merino Knit Beanie Hat	GreenSpun Fabrics	Netherlands	Supplier	GreenSpun Fabrics Facility 4	Netherlands	40,86	-6,2215	[Stitching / Sewing, Mercerization, Twisting & Winding]	"[[""Nylon"",50],[""Merino Wool"",50]]"	[Skirts]	[GOTS (Global Organic Textile Standard), Higg Product Module (Higg MSI), GRS (Global Recycled Standard)]		https://example.com/demo-image.jpg
000116	Bamboo Charcoal Activewear Top	Urban Stitch	Canada	Supplier	Urban Stitch Facility 1	Canada	54,602	-6,8735	[Brushing / Raising, Nonwoven Formation]	"[[""Modal"",100]]"	[Hemp]	[ZDHC MRSL Compliance, Nordic Swan Ecolabel]		https://example.com/demo-image.jpg
000117	Organic Cotton Market Bag	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 1	United Kingdom	39,4716	23,6831	[Stitching / Sewing, Heat Setting, Washing / Scouring, Brushing / Raising]	"[[""Cupro"",34],[""Recycled Nylon"",33],[""Ramie"",33]]"	[Jeans]	[Fairtrade Cotton, GOTS (Global Organic Textile Standard)]		https://example.com/demo-image.jpg
000118	Eco Friendly Reusable Water Bottle	Skyline Weavers	Germany	Supplier	Skyline Weavers Facility 1	Germany	49,0419	-3,9234	[Warping, Spinning, Carding]	"[[""Hemp"",34],[""Silk"",33],[""Nylon"",33]]"	[Sheath Dresses]	[OCS (Organic Content Standard), RMS (Responsible Mohair Standard), RDS (Responsible Down Standard)]		https://example.com/demo-image.jpg
000119	Linen Blend Shirt Dress	Mariner Textiles	Portugal	Supplier	Mariner Textiles Facility 1	Portugal	48,7658	20,9422	[Twisting & Winding, Mercerization]	"[[""Hemp"",100]]"	[Cotton]	[bluesign Approved]		https://example.com/demo-image.jpg
000120	Recycled Polyester Running Socks	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 4	United Kingdom	57,0958	15,99	[Dyeing]	"[[""Bamboo Fiber"",34],[""Wool"",33],[""Mohair"",33]]"	[Briefs]	[RMS (Responsible Mohair Standard), GOTS (Global Organic Textile Standard)]		https://example.com/demo-image.jpg
000121	Natural Fiber Yoga Mat	Urban Stitch	Canada	Supplier	Urban Stitch Facility 4	Canada	53,9255	-8,862	[Mercerization, Carding]	"[[""Hemp"",100]]"	[Beanies]	[OEKO-TEX STeP, RDS (Responsible Down Standard)]		https://example.com/demo-image.jpg
000122	Handmade Silk Pillow Cover	Heritage Textiles	Italy	Supplier	Heritage Textiles Facility 3	Italy	52,0849	24,0743	[Combing]	"[[""Lyocell (TENCEL)"",34],[""Synthetic Leather (PU Leather)"",33],[""Cotton"",33]]"	[Dress Shirts]	[GOTS (Global Organic Textile Standard), OCS (Organic Content Standard)]		https://example.com/demo-image.jpg
000123	Faux Fur Trim Slippers	Riverstone Looms	France	Supplier	Riverstone Looms Facility 1	France	52,4909	22,1962	[Bleaching, Warping, Printing]	"[[""Polyester"",100]]"	[Faux Leather]	[GOTS (Global Organic Textile Standard), Higg Product Module (Higg MSI)]		https://example.com/demo-image.jpg
000124	Sustainable Denim Shorts	Mariner Textiles	Portugal	Supplier	Mariner Textiles Facility 1	Portugal	48,7658	20,9422	[Twisting & Winding, Mercerization]	"[[""Merino Wool"",50],[""Recycled Nylon"",50]]"	[Mohair]	[bluesign Approved]		https://example.com/demo-image.jpg
000125	Wool Blend Area Rug	Summit Mills	Sweden	Supplier	Summit Mills Facility 4	Sweden	46,0255	-1,3766	[Finishing, Twisting & Winding, Washing / Scouring, Knitting]	"[[""Cotton"",50],[""Recycled Cotton"",50]]"	[Fleece]	[BCI (Better Cotton Initiative), OEKO-TEX STeP]		https://example.com/demo-image.jpg
000126	Natural Dye Cotton Dress	Summit Mills	Sweden	Supplier	Summit Mills Facility 2	Sweden	50,7404	24,107	[Washing / Scouring]	"[[""Leather"",100]]"	[Ballet Flats]	[RAS (Responsible Alpaca Standard), RMS (Responsible Mohair Standard), BCI (Better Cotton Initiative)]		https://example.com/demo-image.jpg
000127	Recycled Material Backpack	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 4	United Kingdom	57,0958	15,99	[Dyeing]	"[[""Ramie"",100]]"	[Sweaters]	[ZDHC MRSL Compliance, Fairtrade Cotton, CmiA (Cotton made in Africa)]		https://example.com/demo-image.jpg
000128	Bamboo Charcoal Activewear Bottom	Mariner Textiles	Portugal	Supplier	Mariner Textiles Facility 1	Portugal	48,7658	20,9422	[Twisting & Winding, Mercerization]	"[[""Polyurethane"",34],[""Hemp"",33],[""Lyocell (TENCEL)"",33]]"	[Bikini]	[OCS (Organic Content Standard), ZDHC MRSL Compliance, EU Ecolabel for Textiles]		https://example.com/demo-image.jpg
000129	Eco Friendly Reusable Produce Bag	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 1	United Kingdom	39,4716	23,6831	[Stitching / Sewing, Heat Setting, Washing / Scouring, Brushing / Raising]	"[[""Synthetic Leather (PU Leather)"",50],[""Recycled Polyester"",50]]"	[Lyocell]	[GOTS (Global Organic Textile Standard), RCS (Recycled Claim Standard), ZDHC MRSL Compliance]		https://example.com/demo-image.jpg
000130	Linen Blend Table Runner	Heritage Textiles	Italy	Supplier	Heritage Textiles Facility 2	Italy	42,679	18,002	[Cutting]	"[[""Ramie"",34],[""Viscose"",33],[""Bamboo Fiber"",33]]"	[Trousers]	[RAS (Responsible Alpaca Standard), RDS (Responsible Down Standard), Higg Product Module (Higg MSI)]		https://example.com/demo-image.jpg
000131	Recycled Polyester Sports Bra	Riverstone Looms	France	Supplier	Riverstone Looms Facility 1	France	52,4909	22,1962	[Bleaching, Warping, Printing]	"[[""Cupro"",100]]"	[Bandanas]	[GOTS (Global Organic Textile Standard), RWS (Responsible Wool Standard), OCS (Organic Content Standard)]		https://example.com/demo-image.jpg
000132	Natural Fiber Market Bag	GreenSpun Fabrics	Netherlands	Supplier	GreenSpun Fabrics Facility 2	Netherlands	50,7905	29,0179	[Nonwoven Formation, Warping, Printing, Knitting]	"[[""Recycled Nylon"",100]]"	[Chambray]	[EU Ecolabel for Textiles, OEKO-TEX STeP]		https://example.com/demo-image.jpg
000133	Merino Wool Hiking Socks 2	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 2	United Kingdom	57,7014	15,0913	[Brushing / Raising, Nonwoven Formation, Stitching / Sewing, Warping]	"[[""Silk"",100]]"	[Leggings]	[OCS (Organic Content Standard), RDS (Responsible Down Standard)]		https://example.com/demo-image.jpg
000134	Handmade Silk Scarf Set	EcoThreads	Spain	Supplier	EcoThreads Facility 4	Spain	36,253	28,2532	[Dyeing]	"[[""Mohair"",100]]"	[Nursing Bras]	[RMS (Responsible Mohair Standard)]		https://example.com/demo-image.jpg
000135	Faux Fur Trim Gloves	EcoThreads	Spain	Supplier	EcoThreads Facility 1	Spain	37,1789	29,2145	[Brushing / Raising, Stitching / Sewing]	"[[""Recycled Nylon"",50],[""Cotton"",50]]"	[Lyocell]	[RMS (Responsible Mohair Standard)]		https://example.com/demo-image.jpg
000136	Sustainable Denim Jeans	Riverstone Looms	France	Supplier	Riverstone Looms Facility 2	France	42,429	6,8353	[Stitching / Sewing, Knitting]	"[[""Cotton"",34],[""Acrylic"",33],[""Mohair"",33]]"	[Sweatpants]	[OEKO-TEX STeP, GRS (Global Recycled Standard), OCS (Organic Content Standard)]		https://example.com/demo-image.jpg
000137	Wool Blend Rug Pad Set	Heritage Textiles	Italy	Supplier	Heritage Textiles Facility 2	Italy	42,679	18,002	[Cutting]	"[[""Lyocell (TENCEL)"",100]]"	[Synthetic Fibers]	[RMS (Responsible Mohair Standard), RAS (Responsible Alpaca Standard)]		https://example.com/demo-image.jpg
000138	Natural Dye Cotton T-Shirt	WeaveWorks	United States	Supplier	WeaveWorks Facility 2	United States	39,6236	8,334	[Cutting, Carding]	"[[""Wool"",50],[""Cashmere"",50]]"	[Kids Outerwear]	[OEKO-TEX Standard 100, bluesign Approved, BCI (Better Cotton Initiative)]		https://example.com/demo-image.jpg
000139	Recycled Material Reusable Bag	GreenSpun Fabrics	Netherlands	Supplier	GreenSpun Fabrics Facility 3	Netherlands	46,1452	15,1115	[Dyeing]	"[[""Leather"",50],[""Merino Wool"",50]]"	[Baby Sleepwear]	[GOTS (Global Organic Textile Standard), bluesign Approved]		https://example.com/demo-image.jpg
000140	Merino Knit Beanie Hat 2	WeaveWorks	United States	Supplier	WeaveWorks Facility 1	United States	57,8581	24,3338	[Mercerization, Weaving]	"[[""Cotton"",50],[""Modal"",50]]"	[Maxi Skirts]	[Fairtrade Cotton, Fairtrade Textile Standard]		https://example.com/demo-image.jpg
000141	Bamboo Charcoal Activewear Top 2	Summit Mills	Sweden	Supplier	Summit Mills Facility 3	Sweden	47,8322	7,145	[Dyeing, Nonwoven Formation, Knitting, Mercerization]	"[[""Cotton"",50],[""Wool"",50]]"	[Sneakers]	[Fairtrade Textile Standard]		https://example.com/demo-image.jpg
000142	Organic Cotton Market Bag Set	Skyline Weavers	Germany	Supplier	Skyline Weavers Facility 3	Germany	57,9298	-0,8645	[Knitting]	"[[""Cotton"",34],[""Organic Cotton"",33],[""Cupro"",33]]"	[Workwear]	[RAS (Responsible Alpaca Standard), RCS (Recycled Claim Standard), EU Ecolabel for Textiles]		https://example.com/demo-image.jpg
000143	Handloomed Cotton Quilt Coverlet	Summit Mills	Sweden	Supplier	Summit Mills Facility 3	Sweden	47,8322	7,145	[Dyeing, Nonwoven Formation, Knitting, Mercerization]	"[[""Hemp"",100]]"	[Maternity Dresses]	[RWS (Responsible Wool Standard), bluesign Approved]		https://example.com/demo-image.jpg
000144	Eco Friendly Reusable Snack Bag	Summit Mills	Sweden	Supplier	Summit Mills Facility 4	Sweden	46,0255	-1,3766	[Finishing, Twisting & Winding, Washing / Scouring, Knitting]	"[[""Modal"",100]]"	[Parkas]	[bluesign Approved]		https://example.com/demo-image.jpg
000145	Lin	Summit Mills	Sweden	Supplier	Summit Mills Facility 4	Sweden	46,0255	-1,3766	[Finishing, Twisting & Winding, Washing / Scouring, Knitting]	"[[""Tussah Silk"",100]]"	[Hats]	[bluesign Approved, EU Ecolabel for Textiles, RAS (Responsible Alpaca Standard)]		https://example.com/demo-image.jpg
000146	Handloomed Wool Scarf Wrap	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 2	United Kingdom	57,7014	15,0913	[Brushing / Raising, Nonwoven Formation, Stitching / Sewing, Warping]	"[[""Linen (Flax)"",100]]"	[Insulated Jackets]	[CmiA (Cotton made in Africa)]		https://example.com/demo-image.jpg
000147	Eco Friendly Tote Bag	WeaveWorks	United States	Supplier	WeaveWorks Facility 2	United States	39,6236	8,334	[Cutting, Carding]	"[[""Polyurethane"",100]]"	[Insulated Jackets]	[OEKO-TEX STeP, GOTS (Global Organic Textile Standard), Fairtrade Cotton]		https://example.com/demo-image.jpg
000148	Faux Fur Throw Pillow	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 4	United Kingdom	57,0958	15,99	[Dyeing]	"[[""Bamboo Fiber"",34],[""Mohair"",33],[""Nylon"",33]]"	[Linen]	[RMS (Responsible Mohair Standard), GOTS (Global Organic Textile Standard)]		https://example.com/demo-image.jpg
